country,continent,year,lifeExp,pop,gdpPercap,
Finland,Europe,1997,77.13,5134406,23723.9502,
Finland,Europe,1998,77.34,5146983,25004.32237,
Finland,Europe,1999,77.53,5158097,25915.26438,
Finland,Europe,2000,77.76,5168595,27171.96611,
Finland,Europe,2001,78.23,5180309,27825.5291,
Finland,Europe,2002,78.37,5193039,28204.59057,
Finland,Europe,2003,78.63,5204405,28650.02742,
Finland,Europe,2004,78.96,5214512,29651.4045,
Finland,Europe,2005,79.09,5223442,30469.0,
Finland,Europe,2006,79.49,5231372,31902.6734,
Finland,Europe,2007,79313,5238460,33207.0844,
France,Europe,1950,66.39,41828673,6595.926631,
France,Europe,1951,66.12,42155534,6913.756537,
France,Europe,1952,67.41,42459667,7029.809327,
France,Europe,1953,67.34,42751746,7171.2443189999985,
France,Europe,1954,68.21,43056505,7485.855759,
France,Europe,1955,68.47,43427669,7851.776992,
France,Europe,1956,68.5,43843075,8224.217165,
France,Europe,1957,68.93,44310863,8662.834898000001,
France,Europe,1958,70.16,44788852,8855.252659,
France,Europe,1959,70.19,45239729,9040.636982,
France,Europe,1960,70.4,45670000,9640.940051,
France,Europe,1961,70.98,46189000,10070.70911,
France,Europe,1962,70.51,47124000,10560.48553,
France,Europe,1963,70.36,47808000,10941.36907,
France,Europe,1964,71.32,48340000,11541.52506,
France,Europe,1965,71.15,48763000,11985.95392,
France,Europe,1966,71.56,49194000,12511.09646,
France,Europe,1967,71.55,49569000,12999.91766,
France,Europe,1968,71.54,49934000,13457.29711,
France,Europe,1969,71.27,50353000,14289.38322,
France,Europe,1970,72.16,50787000,14979.38205,
France,Europe,1971,72.13,51285000,15554.55925,
France,Europe,1972,72.38,51732000,16107.19171,
France,Europe,1973,72.54,52157000,16853.49326,
France,Europe,1974,72.89,52503000,17266.97996,
France,Europe,1975,72.98,52758427,17140.24026,
France,Europe,1976,73.22,52953613,17799.33496,
France,Europe,1977,73.83,53165019,18292.63514,
France,Europe,1978,73.95,53380649,18825.95486,
France,Europe,1979,74.26,53605523,19409.07809,
France,Europe,1980,74.35,53869743,19660.01861,
France,Europe,1981,74.51,54147284,19835.85601,
France,Europe,1982,74.89,54433565,20293.89746,
France,Europe,1983,74.87,54649810,20643.23289,
France,Europe,1984,75.37,54946500,20888.34207,
France,Europe,1985,75.47,55171224,21225.41215,
France,Europe,1986,75.75,55387361,21656.22833,
France,Europe,1987,76.34,55630100,22066.44214,
France,Europe,1988,76.57,55873463,22990.10356,
France,Europe,1989,76.7,56416625,23669.58284,
France,Europe,1990,76.99,56735161,24182.34052,
France,Europe,1991,77.17,57055448,24382.98257,
France,Europe,1992,77.46,57374179,24703.79615,
France,Europe,1993,77.51,57658289,24334.03492,
France,Europe,1994,77.95,57906847,24747.81699,
France,Europe,1995,78.07,58149727,25214.34926,
France,Europe,1996,78.28,58388408,25406.80475,
France,Europe,1997,78.64,58623428,25889.78487,
France,Europe,1998,78.81,58866290,26704.51324,
France,Europe,1999,78.94,59116128,27466.21016,
France,Europe,2000,79.25,59381628,28443.62305,
France,Europe,2001,79.44,59658144,28827.72241,
France,Europe,2002,79.59,59925035,28926.03234,
France,Europe,2003,79.59,60180529,28970.5971,
France,Europe,2004,80.52,60424213,29466.09716,
France,Europe,2005,80.5,60656178,29644.0,
France,Europe,2007,80657,61083916,30470.0167,
French Guiana,,2002,75142,182333,8869.848746,
French Polynesia,,1967,59191,102756,14244.022819999998,
French Polynesia,,1972,60926,124000,14567.15624,
French Polynesia,,1977,62427,138156,16682.106819999994,
French Polynesia,,1982,66234,160416,19673.48757,
French Polynesia,,1987,68211,185839,23454.40806,
French Polynesia,,1992,70182,212174,24021.20192,
French Polynesia,,1997,71821,235770,22634.06126,
French Polynesia,,2002,73.01,257847,25224.32969,
French Polynesia,,2007,74057,278633,26766.84485,
Gabon,Africa,1952,37003,420702,4293.476475,
Gabon,Africa,1957,38999,434904,4976.198099,
Gabon,Africa,1962,40489,455661,6631.459222,
Gabon,Africa,1967,44598,489004,8358.761987,
Gabon,Africa,1972,48.69,537977,11401.94841,
Gabon,Africa,1977,52.79,706367,21745.57328,
Gabon,Africa,1982,56.56399999999999,753874,15113.36194,
Gabon,Africa,1987,60.19,880397,11864.40844,
Gabon,Africa,1992,61.36600000000001,985739,13522.15752,
Gabon,Africa,1997,60.46100000000001,1126189,14722.841880000002,
Gabon,Africa,2002,56761,1299304,12521.71392,
Gabon,Africa,2007,56735,1454867,13206.48452,
Gambia,Africa,1952,30.0,284320,485.2306591,
Gambia,Africa,1957,32065,323150,520.9267111,
Gambia,Africa,1962,33896,374020,599.650276,
Gambia,Africa,1967,35857,439593,734.7829124,
Gambia,Africa,1972,38308,517101,756.0868363,
Gambia,Africa,1977,41842,608274,884.7552507000001,
Gambia,Africa,1982,45.58,715523,835.8096107999999,
Gambia,Africa,1987,49265,848406,611.6588611000002,
Gambia,Africa,1992,52644,1025384,665.6244126,
Gambia,Africa,1997,55861,1235767,653.7301704,
Gambia,Africa,2002,58041,1457766,660.5855997,
Gambia,Africa,2007,59448,1688359,752.7497265,
Georgia,,1967,66654,4564785,3029.799086,
Georgia,,1972,68158,4786475,3741.226071,
Georgia,,1977,69634,4963464,5086.053989,
Georgia,,1982,69638,5101213,6359.8298810000015,
Georgia,,1987,70.45,5239970,6514.539988,
Georgia,,1992,70465,5355289,2393.030934,
Georgia,,1997,70.49,4883476,2085.641338,
Georgia,,2002,70476,4728357,2637.562323,
Georgia,,2007,70987,4646003,4386.560389,
Germany,Europe,1950,66.47296,68374572,6090.034207,
Germany,Europe,1952,67.5,69145952,7144.114393000002,
Germany,Europe,1957,69.1,71019069,10187.82665,
Germany,Europe,1962,70.3,73739117,12902.46291,
Germany,Europe,1967,70.8,76368453,14745.62561,
Germany,Europe,1972,71.0,78717088,18016.18027,
Germany,Europe,1977,72.5,78160773,20512.92123,
Germany,Europe,1982,73.8,78335266,22031.53274,
Germany,Europe,1987,74847,77718298,24639.18566,
Germany,Europe,1991,75.61,79984244,26127.05882,
Germany,Europe,1992,76.07,80597764,26505.30317,
Germany,Europe,1993,76.15,81132272,26119.4586,
Germany,Europe,1994,76.47,81414164,26720.64284,
Germany,Europe,1995,76.65,81653702,27145.95792,
Germany,Europe,1996,76.9,81890667,27336.46604,
Germany,Europe,1997,77.34,82011073,27788.88416,
Germany,Europe,1998,77.7,82023672,28291.5981,
Germany,Europe,1999,77.94,82074778,28842.65612,
Germany,Europe,2000,78.21,82187909,29726.878760000003,
Germany,Europe,2001,78.57,82280551,30061.39867,
Germany,Europe,2002,78.67,82350671,30035.80198,
Germany,Europe,2003,78.74,82398326,29952.93665,
Germany,Europe,2004,79.33,82424609,30260.6614,
Germany,Europe,2005,79.46,82431390,30496.0,
Germany,Europe,2006,79.79,82422299,31374.42754,
Germany,Europe,2007,79406,82400996,32170.37442,
Ghana,Africa,1952,43149,5581001,911.2989371,
Ghana,Africa,1957,44779,6391288,1043.5615369999996,
Ghana,Africa,1962,46452,7355248,1190.041118,
Ghana,Africa,1967,48072,8490213,1125.69716,
Ghana,Africa,1972,49875,9354120,1178.223708,
Ghana,Africa,1977,51756,10538093,993.2239571,
Ghana,Africa,1982,53744,11400338,876.032569,
Ghana,Africa,1987,55729,14168101,847.0061135,
Ghana,Africa,1992,57.50100000000001,16278738,925.060154,
Ghana,Africa,1997,58556,18418288,1005.245812,
Ghana,Africa,2002,58453,20550751,1111.9845779999996,
Ghana,Africa,2007,60022,22873338,1327.60891,
Greece,Europe,1950,65.7,7566028,3293.034773,
Greece,Europe,1952,65.86,7733250,3530.690067,
Greece,Europe,1957,67.86,8096218,4916.299889,
Greece,Europe,1962,69.51,8448233,6017.1907329999985,
Greece,Europe,1967,71.0,8716441,8513.097016,
Greece,Europe,1972,72.34,8888628,12724.82957,
Greece,Europe,1977,73.68,9308479,14195.52428,
Greece,Europe,1982,75.24,9786480,15268.42089,
Greece,Europe,1987,76.67,9974490,16120.52839,
Greece,Europe,1992,77.03,10325429,17541.49634,
Greece,Europe,1997,77869,10502372,18747.69814,
Greece,Europe,2002,78256,10603863,22514.2548,
Greece,Europe,2007,79483,10706290,27538.41188,
Grenada,,1972,64577,96618,2404.583938,
Grenada,,1977,65035,94280,3439.5627090000007,
Grenada,,1982,65503,92112,3872.355321,
Grenada,,1987,66002,92719,4947.827429,
Grenada,,1992,66469,91487,6098.92279,
Grenada,,1997,66986,90005,6690.021834,
Grenada,,2002,67.74600000000001,89211,8365.58996,
Grenada,,2007,68.72399999999999,89971,9148.007954,
Guadeloupe,,2002,78405,435739,6987.870004,
Guatemala,Americas,1952,42023,3146381,2428.2377690000008,
Guatemala,Americas,1957,44142,3640876,2617.155967,
Guatemala,Americas,1962,46.95399999999999,4208858,2750.364446,
Guatemala,Americas,1967,50.01600000000001,4690773,3242.531147,
Guatemala,Americas,1972,53738,5149581,4031.408271,
Guatemala,Americas,1977,56029,5703430,4879.992748,
Guatemala,Americas,1982,58137,6395630,4820.49479,
Guatemala,Americas,1987,60782,7326406,4246.485974,
Guatemala,Americas,1992,63.37300000000001,8486949,4439.45084,
Guatemala,Americas,1997,66322,9803875,4684.313807,
Guatemala,Americas,2002,68.97800000000001,11178650,4858.347495,
Guatemala,Americas,2007,70259,12572928,5186.050003,
Guinea,Africa,1952,33609,2664249,510.1964923000001,
Guinea,Africa,1957,34558,2876726,576.2670245,
Guinea,Africa,1962,35753,3140003,686.3736739,
Guinea,Africa,1967,37197,3451418,708.7595409,
Guinea,Africa,1972,38842,3811387,741.6662307,
Guinea,Africa,1977,40762,4227026,874.6858642999998,
Guinea,Africa,1982,42.89100000000001,4710497,857.2503577,
Guinea,Africa,1987,45552,5650262,805.5724717999999,
Guinea,Africa,1992,48576,6990574,794.3484384,
Guinea,Africa,1997,51455,8048834,869.4497667999998,
Guinea,Africa,2002,53676,8807818,945.5835837,
Guinea,Africa,2007,56007,9947814,942.6542111,
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,
Guinea-Bissau,Africa,1957,33.489000000000004,601095,431.79045660000014,
Guinea-Bissau,Africa,1962,34488,627820,522.0343725,
Guinea-Bissau,Africa,1967,35492,601287,715.5806402000002,
Guinea-Bissau,Africa,1972,36486,625361,820.2245876000002,
Guinea-Bissau,Africa,1977,37465,745228,764.7259627999998,
Guinea-Bissau,Africa,1982,39327,825987,838.1239671,
Guinea-Bissau,Africa,1987,41245,927524,736.4153921,
Guinea-Bissau,Africa,1992,43.26600000000001,1050938,745.5398706,
Guinea-Bissau,Africa,1997,44.87300000000001,1193708,796.6644681,
Guinea-Bissau,Africa,2002,45504,1332459,575.7047176,
Guinea-Bissau,Africa,2007,46.38800000000001,1472041,579.2317429999998,
Guyana,Americas,1962,57.32,597896,2202.776732,
Guyana,Americas,1967,59187,672848,2325.092727,
Guyana,Americas,1972,59958,742869,2439.146406,
Guyana,Americas,1977,60651,758334,2760.808387,
Guyana,Americas,1982,60923,761673,2334.359864,
Guyana,Americas,1987,61.79,755464,2169.065751,
Guyana,Americas,1992,62.53100000000001,747460,2234.654246,
Guyana,Americas,1997,62.06,746336,3131.958941,
Guyana,Americas,2002,63578,759104,3237.953172,
Guyana,Americas,2007,66827,769095,3586.042643,
Haiti,,1952,37579,3201488,1840.366939,
Haiti,,1957,40696,3507701,1726.887882,
Haiti,,1962,43.59,3880130,1796.589032,
Haiti,,1967,46243,4318137,1452.057666,
Haiti,,1972,48042,4698301,1654.456946,
Haiti,,1977,49923,4908554,1874.298931,
Haiti,,1982,51.46100000000001,5198399,2011.159549,
Haiti,,1987,53636,5756203,1823.015995,
Haiti,,1992,55089,6326682,1456.309517,
Haiti,,1997,56.67100000000001,6913545,1341.726931,
Haiti,,2002,58137,7607651,1270.364932,
Haiti,,2007,60916,8502814,1201.637154,
Honduras,Americas,1952,41912,1517453,2194.926204,
Honduras,Americas,1957,44665,1770390,2220.487682,
Honduras,Americas,1962,48041,2090162,2291.156835,
Honduras,Americas,1967,50924,2500689,2538.269358,
Honduras,Americas,1972,53.88399999999999,2965146,2529.842345,
Honduras,Americas,1977,57402,3055235,3203.208066,
Honduras,Americas,1982,60909,3669448,3121.7607940000007,
Honduras,Americas,1987,64492,4372203,3023.096699,
Honduras,Americas,1992,66399,5077347,3081.694603,
Honduras,Americas,1997,67.65899999999999,5867957,3160.454906,
Honduras,Americas,2002,68565,6677328,3099.72866,
Honduras,Americas,2007,70.19800000000001,7483763,3548.3308460000007,
Hong Kong, China,,1952,60.96,2125900,3054.421209
Hong Kong, China,,1957,64.75,2736300,3629.076457
Hong Kong, China,,1962,67.65,3305200,4692.6482719999985
Hong Kong, China,,1967,70.0,3722800,6197.962814
Hong Kong, China,,1972,72.0,4115700,8315.928145
Hong Kong, China,,1977,73.6,4583700,11186.14125
Hong Kong, China,,1982,75.45,5264500,14560.53051
Hong Kong, China,,1987,76.2,5584510,20038.47269
Hong Kong, China,,1992,77601,5829696,24757.60301
Hong Kong, China,,1997,80.0,6495918,28377.63219
Hong Kong, China,,2002,81495,6762476,30209.015160000006
Hong Kong, China,,2007,82208,6980412,39724.97867
Hungary,Europe,1950,62.07,9338000,4726.19128,
Hungary,Europe,1951,62.46,9423000,5135.947955,
Hungary,Europe,1952,64.03,9504000,5263.673816,
Hungary,Europe,1953,63.87,9595000,5308.48868,
Hungary,Europe,1954,65.43,9706000,5431.8555700000015,
Hungary,Europe,1955,66.88,9825000,5850.989000000001,
Hungary,Europe,1956,66.04,9911000,5537.722375,
Hungary,Europe,1957,66.41,9839000,6040.180011,
Hungary,Europe,1958,67.42,9882000,6416.726703,
Hungary,Europe,1959,67.32,9937000,6639.866072999999,
Hungary,Europe,1960,68.09,9983512,6954.291576000001,
Hungary,Europe,1961,69.02,10029000,7272.793578,
Hungary,Europe,1962,67.96,10063000,7550.359877,
Hungary,Europe,1963,68.98,10091000,7942.533059,
Hungary,Europe,1964,69.48,10124000,8362.477399,
Hungary,Europe,1965,69.17,10152934,8403.477993999999,
Hungary,Europe,1966,69.93,10184561,8854.418758,
Hungary,Europe,1967,69.5,10223422,9326.64467,
Hungary,Europe,1968,69.33,10263542,9403.183999,
Hungary,Europe,1969,69.4,10302814,9647.235758,
Hungary,Europe,1970,69.24,10337004,9581.972224,
Hungary,Europe,1971,69.13,10364869,9982.612568,
Hungary,Europe,1972,69.76,10394091,10168.65611,
Hungary,Europe,1973,69.63,10425984,10663.66869,
Hungary,Europe,1974,69.35,10471272,10892.94031,
Hungary,Europe,1975,69.4,10531820,11062.45819,
Hungary,Europe,1976,69.69,10588729,11035.56516,
Hungary,Europe,1977,69.95,10637171,11674.83737,
Hungary,Europe,1978,69.49,10673300,11917.24411,
Hungary,Europe,1979,69.7,10698234,11912.90808,
Hungary,Europe,1980,69.11,10711122,12018.55475,
Hungary,Europe,1981,69.17,10711848,12102.59883,
Hungary,Europe,1982,69.39,10705535,12545.99066,
Hungary,Europe,1983,68.95,10689463,12435.83335,
Hungary,Europe,1984,68.99,10668095,12786878,
Hungary,Europe,1985,68.93,10648713,12495.19625,
Hungary,Europe,1986,69.13,10630563,12767.15527,
Hungary,Europe,1987,69.58,10612740,12986.47998,
Hungary,Europe,1988,69.96,10442500,13399.3031,
Hungary,Europe,1989,69.41,10397959,13155.25136,
Hungary,Europe,1990,69.39,10371878,12308.90783,
Hungary,Europe,1991,69.45,10364737,10851.83045,
Hungary,Europe,1992,69.17,10348684,10535.62855,
Hungary,Europe,1993,69.17,10329012,10494.88175,
Hungary,Europe,1994,69.61,10312714,10821.25689,
Hungary,Europe,1995,70.01,10295874,11000.40519,
Hungary,Europe,1996,70.59,10273591,11169.78598,
Hungary,Europe,1997,71.04,10244684,11712.7768,
Hungary,Europe,1998,70.97,10211127,12319.40798,
Hungary,Europe,1999,71.1,10172673,12874.41924,
Hungary,Europe,2000,71.83,10137449,13592.350869999998,
Hungary,Europe,2001,72.47,10109467,14185.5176,
Hungary,Europe,2002,72.59,10083313,14843.93556,
Hungary,Europe,2003,72.61,10057745,15506.20095,
Hungary,Europe,2004,73.01,10032375,16291.19795,
Hungary,Europe,2005,72.97,10006835,17014.0,
Hungary,Europe,2007,73.33800000000002,9956108,18008.94444,
Iceland,Europe,1950,71.01,142938,7750.2915349999985,
Iceland,Europe,1951,71.05,145604,7468.805837000001,
Iceland,Europe,1952,72.49,147962,7267.688428,
Iceland,Europe,1953,72.31,151036,8211.292176,
Iceland,Europe,1954,73.36,154563,8800.722567,
Iceland,Europe,1955,73.3,158044,9458.671799,
Iceland,Europe,1956,72.98,161358,9489.0241,
Iceland,Europe,1957,73.47,165110,9244.001412,
Iceland,Europe,1958,73.43,168771,9789.869797,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,1088.277758
,,,,,,1571.134655
,,,,,,1621.693598
,,,,,,2143.540609
,,,,,,3701.621503
,,,,,,4106.301249
,,,,,,4106.525293
,,,,,,4106.492315
,,,,,,3726.063507
,,,,,,1690.756814
,,,,,,1646.758151
,,,,,,1593.06548
,,,,,,1030.592226
,,,,,,1487.593537
,,,,,,1536.344387
,,,,,,2029.228142
,,,,,,3030.87665
,,,,,,4657.22102
,,,,,,5622.942464
,,,,,,8533.088805
,,,,,,12104.27872
,,,,,,15993.52796
,,,,,,19233.98818
,,,,,,23348.139730000006
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,9344.183089
,,,,,,12941.18511
,,,,,,15856.61506
,,,,,,18701.7828
,,,,,,22917.232030000006
,,,,,,23790.48933
,,,,,,24755.47297
,,,,,,54589.82024
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,3495.1762670000007
,,,,,,5234.545679999998
,,,,,,4745.8253909999985
,,,,,,5205.100479
,,,,,,5659.930189
,,,,,,5238.144022
,,,,,,5565.146878000001
,,,,,,5422.1289670000015
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
